filename,class_name,context_name,caption
2350157.jpg,dog,hat,a man riding skis down a snow covered slope
2371249.jpg,dog,hat,a woman wearing a hat and holding a dog
2324645.jpg,dog,hat,a man and a dog sitting on a bench
2362815.jpg,dog,hat,a woman and a dog on a surfboard in the ocean
2396028.jpg,dog,hat,a dog standing next to a woman in a living room
2334244.jpg,dog,hat,a large group of people in a park with umbrellas
2326497.jpg,dog,hat,a man wearing a hat with a sheep on it
2398065.jpg,dog,hat,a woman holding a dog in front of a cake
2382950.jpg,dog,hat,a man on a boat in the middle of a river
2412112.jpg,dog,hat,a black and white photo of a man and dog
2413397.jpg,dog,hat,"a man is holding a sign that reads ""don't panic"""
2400114.jpg,dog,hat,a black and white dog wearing a hat
2315606.jpg,dog,hat,a person riding a skateboard on a sidewalk
2399233.jpg,dog,hat,a man and a dog are walking in the snow
2333171.jpg,dog,hat,a baseball player holding a bat next to a dog
2316809.jpg,dog,hat,a man sitting on a motorcycle in front of a building
2391488.jpg,dog,hat,a man walking down the street with a dog
2341401.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2355579.jpg,dog,hat,a large group of people skiing down a snow covered slope
2338488.jpg,dog,hat,a woman riding a bike down a street
2415707.jpg,dog,hat,a woman sitting on a couch with two dogs
2362379.jpg,dog,hat,people sitting on a grass covered field
2343165.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2325354.jpg,dog,hat,a number of people in a field with a number of dogs
2376639.jpg,dog,hat,people riding horses on the beach
2376391.jpg,dog,hat,a dog laying on the ground next to a bag
2317093.jpg,dog,hat,a man and a woman are petting a dog
2413346.jpg,dog,hat,three women sitting on a bench next to a bear
2323635.jpg,dog,hat,a parking lot filled with lots of parked cars
2334891.jpg,dog,hat,a woman and her dog on skis in the snow
2356624.jpg,dog,hat,a woman sitting on a bench with a dog
2326452.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2375612.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2414764.jpg,dog,hat,a woman sitting on the grass holding a cell phone
285822.jpg,dog,hat,a woman riding a bike with a basket on her head
2402933.jpg,dog,hat,a small white dog sitting on a couch next to a laptop
2404537.jpg,dog,hat,a man sitting on a beach with a dog
2353034.jpg,dog,hat,a black and white cat laying on a wooden bench
2417191.jpg,dog,hat,a man riding a skateboard on top of a city street
1592252.jpg,dog,hat,a small dog standing on a sidewalk next to a woman
2400563.jpg,dog,hat,a man in a cowboy hat is leading a herd of cattle
2334261.jpg,dog,hat,a man catching a frisbee in a field
2317067.jpg,dog,hat,a dog is standing in front of a bus
2367771.jpg,dog,hat,two people on skis and a dog in the snow
2409245.jpg,dog,hat,a car that has a bike on top of it
2318692.jpg,dog,hat,a black and white dog jumping up to catch a frisbee
2414515.jpg,dog,hat,a man riding a skateboard up the side of a ramp
2320636.jpg,dog,hat,a man riding on the back of a brown horse
713715.jpg,dog,hat,a herd of sheep standing on top of a lush green field
2328838.jpg,dog,hat,a person riding a horse in a field with a dog
2415276.jpg,dog,hat,a man riding a sled down a snow covered slope
2355950.jpg,dog,hat,a man holding a fire hydrant next to a parked car
2374930.jpg,dog,hat,a dog laying on a couch next to a teddy bear
2384849.jpg,dog,hat,a woman standing in front of a blue and white bus
2367662.jpg,dog,hat,a woman walking her dog down a sidewalk
2328869.jpg,dog,hat,a dog that is walking on a sidewalk
2361415.jpg,dog,hat,a family posing for a picture
2393779.jpg,dog,hat,a person riding skis on top of a snow covered slope
2382399.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2381402.jpg,dog,hat,three people on skis and a dog in the snow
285707.jpg,dog,hat,a dog and a man on a boat in the water
2411487.jpg,dog,hat,two people riding on the backs of elephants on a city street
2402597.jpg,dog,hat,a man and a woman are sitting in a pickup truck
2379063.jpg,dog,hat,a man and a dog on a paddle board in the water
2345976.jpg,dog,hat,a person and a dog are playing in the snow
2397787.jpg,dog,hat,a dog jumping in the air to catch a frisbee
2412794.jpg,dog,hat,a woman and a man walking on the beach with a dog
2325485.jpg,dog,hat,a woman sitting on the sidewalk with a dog
2358650.jpg,dog,hat,a woman walking a dog on a leash in the snow
2374913.jpg,dog,hat,a man holding a dog in his right hand
2414707.jpg,dog,hat,a large group of people on a beach with a dog
2353822.jpg,dog,hat,a brown and white dog standing next to a man on a leash
2388411.jpg,dog,hat,a woman standing next to a group of people on a sidewalk
713479.jpg,dog,hat,a man and woman sitting at a table with a dog
2397204.jpg,dog,hat,people standing on a beach near the ocean
2330481.jpg,dog,hat,two people and a dog on skis in the snow
2367186.jpg,dog,hat,a man and a woman sitting on a bench
713615.jpg,dog,hat,three people are walking in the snow with their skis
2341219.jpg,dog,hat,a bedroom with a pink bedspread and a pink dresser
2341324.jpg,dog,hat,a city bus is stopped at a bus stop
2347300.jpg,dog,hat,people riding horses down a road
2316980.jpg,dog,hat,a man and a dog are walking in the snow
2350609.jpg,dog,hat,a dog standing on a sidewalk next to a person
2367272.jpg,dog,hat,a woman riding a bike with a basket on her head
2318030.jpg,dog,hat,a dog sitting next to a man on a motorcycle
2358622.jpg,dog,hat,a man standing next to a cow in a field
2366052.jpg,dog,hat,a man selling oranges at a fruit stand
2343283.jpg,dog,hat,a man walking a dog on a leash on a sidewalk
2364372.jpg,dog,hat,a woman riding on the back of a brown horse
2416699.jpg,dog,hat,a man standing next to a dog on a bicycle
2367636.jpg,dog,hat,a crowd of people flying kites in a field
2338674.jpg,dog,hat,a man with a dog in the snow
2349591.jpg,dog,hat,two people on surfboards in the water
2365888.jpg,dog,hat,a man riding a horse next to a dog
2391456.jpg,dog,hat,a man riding a bike next to a park bench
2337125.jpg,dog,hat,a man walking across a snow covered field with a dog
2360290.jpg,dog,hat,a man is walking his dog down the street
2373955.jpg,dog,hat,a man sitting on a bed with a dog
2336115.jpg,dog,hat,stuffed animals hanging from a christmas tree
2397768.jpg,dog,hat,a number of dogs on a beach near a body of water
2373751.jpg,dog,hat,a man holding a frisbee in front of a group of people
2409626.jpg,dog,hat,a dog wearing a pirate hat
2370711.jpg,dog,hat,a dog wearing a hat and bow tie
2351872.jpg,dog,hat,a man standing on a park bench next to a group of people
2400986.jpg,dog,hat,a white and black dog running across a dirt field
2398018.jpg,dog,hat,people standing around a house
2353922.jpg,dog,hat,two people sitting on a snow covered slope on skis
2384109.jpg,dog,hat,a man riding a bike with a dog on a leash
2385858.jpg,dog,hat,two men standing in a kitchen next to a sink
2329565.jpg,dog,hat,a man sitting on a couch with a dog
2325492.jpg,dog,hat,a man standing on a beach with a frisbee
2395166.jpg,dog,hat,a dog jumping up to catch a frisbee
2416340.jpg,dog,hat,a herd of cattle standing on top of a lush green field
2348342.jpg,dog,hat,a dog jumping up to catch a frisbee
2352906.jpg,dog,hat,a woman walking a dog down a sidewalk
2339161.jpg,dog,hat,a man and a woman standing on a beach with a frisbee
2414213.jpg,dog,hat,a man driving a truck with a dog on top of it
2360407.jpg,dog,tie,a man in a suit and tie posing for a picture
2416178.jpg,dog,tie,a black and white dog wearing a red bow tie
2371995.jpg,dog,tie,a man in a suit talking on a cell phone
2390652.jpg,dog,tie,a woman sitting on a bed next to a white dog
2389773.jpg,dog,tie,a dog wearing a bow tie sitting on a bed
2324993.jpg,dog,tie,a brown and white dog wearing a red bow tie
2357667.jpg,dog,tie,a dog wearing a bow tie sitting on a couch
2341726.jpg,dog,tie,a man in a black shirt is playing a guitar
2324914.jpg,dog,tie,a man sitting on a couch with a dog
2346821.jpg,dog,tie,a dog sitting on top of a table next to a bottle of wine
498019.jpg,dog,tie,a man sitting on a couch with a cat
2404707.jpg,dog,tie,a black dog wearing a red bow tie
2318934.jpg,dog,tie,a small white dog wearing a blue and white striped shirt
2339238.jpg,dog,tie,a dog wearing a bow tie sitting on a couch
2338103.jpg,dog,tie,a man in a suit and tie sitting next to a dog
2348065.jpg,dog,tie,a person walking a dog on a leash
2402059.jpg,dog,tie,a dog wearing a bow tie sitting on a bed
2391621.jpg,dog,tie,a woman holding a small dog in a room
2383771.jpg,dog,tie,two little girls standing next to each other
2368621.jpg,dog,tie,a white and brown dog sitting next to a woman
2358614.jpg,dog,tie,a man sitting at a desk in front of a computer
2356554.jpg,dog,tie,a dog wearing a helmet sitting in the back of a motorcycle
2376077.jpg,dog,tie,a train that is stopped at a train station
2319521.jpg,dog,tie,a man in a suit and tie posing for a picture
2368834.jpg,dog,tie,a man sitting in a chair holding a dog
2407435.jpg,dog,jacket,a woman riding a bike with a dog on a leash
2400991.jpg,dog,jacket,a man sitting on a bench next to a dog
2339453.jpg,dog,jacket,a man riding a bike with a dog on a leash
2410503.jpg,dog,jacket,a person with skis and a dog on a snow covered slope
2409697.jpg,dog,jacket,a young girl is flying a kite in a field
2371995.jpg,dog,jacket,a man in a suit talking on a cell phone
2410817.jpg,dog,jacket,a dog jumping in the air to catch a frisbee
2384596.jpg,dog,jacket,a man walking down a street next to a train
2397138.jpg,dog,jacket,two people on a boat in the water
2345272.jpg,dog,jacket,a dog and a man on a boat
2387128.jpg,dog,jacket,a woman and two dogs are walking down the street
2384517.jpg,dog,jacket,a woman walking a dog down a sidewalk
2393247.jpg,dog,jacket,a woman holding a pair of skis standing on top of a snow covered
2376054.jpg,dog,jacket,a man walking across a snow covered road with a dog
2406100.jpg,dog,jacket,a dog laying on the floor next to a man
2408331.jpg,dog,jacket,a young boy is playing with a frisbee in the grass
2345151.jpg,dog,jacket,a crowd of people with umbrellas walking down a street
2350379.jpg,dog,jacket,a boat that is sitting in the water
2414053.jpg,dog,jacket,a woman riding a skateboard next to a boy on a skateboard
2358851.jpg,dog,jacket,a man sitting on the ground holding a guitar
2366433.jpg,dog,jacket,a woman sitting on a bench with a dog
2341368.jpg,dog,jacket,a woman walking down the street with a horse
2361930.jpg,dog,jacket,a man holding a dog on a leash
2393339.jpg,dog,jacket,a person on a snow covered ground with a cat
2409085.jpg,dog,jacket,a man riding on the back of a motorcycle
2377194.jpg,dog,jacket,a man riding a skateboard down a sidewalk
2329428.jpg,dog,jacket,a person riding a bike with a dog
2368621.jpg,dog,jacket,a white and brown dog sitting next to a woman
2407227.jpg,dog,jacket,a person riding skis on top of a snow covered slope
1831.jpg,dog,jacket,a dog jumping in the air to catch a frisbee
2381777.jpg,dog,jacket,a dog with a leash on walking on a path
2324942.jpg,dog,jacket,a man walking down a street next to a street sign
2413278.jpg,dog,jacket,a person on a motorcycle with a dog on it
2383252.jpg,dog,jacket,a woman petting a dog with a stuffed animal
2343433.jpg,dog,jacket,a man and woman sitting on a park bench
2363601.jpg,dog,jacket,a person cross country skiing in the snow
2399017.jpg,dog,jacket,a small dog on a surfboard in the water
2378957.jpg,dog,jacket,a woman sitting on a bench next to a dog
2339172.jpg,dog,jacket,a man eating a hot dog in a restaurant
2357994.jpg,dog,jacket,a dog sitting on a table in a factory
2361109.jpg,dog,jacket,a man and a dog are on the back of a truck
2328062.jpg,dog,jacket,a man sitting on a bench with a dog
2337587.jpg,dog,jacket,a man sitting on a bench with a dog
2327030.jpg,dog,jacket,a woman on skis and a dog on a leash
2383945.jpg,dog,jacket,people standing around a table covered in fruits and vegetables
2321557.jpg,dog,jacket,a crowd of people standing on the side of a road
2377113.jpg,dog,jacket,a man holding a surfboard next to a dog on a beach
2406596.jpg,dog,jacket,a woman walking her dog across a snow covered street
2369004.jpg,dog,jacket,a woman holding a frisbee next to a dog
1593164.jpg,dog,jacket,a man feeding a dog a cup of water
286019.jpg,dog,jacket,a man and a woman sitting on a park bench
2322034.jpg,dog,jacket,a man and a woman walking down the street with an umbrella
2357802.jpg,dog,jacket,a woman holding a dog while sitting on a boat
2402417.jpg,dog,jacket,a number of people riding horses down a trail
2404204.jpg,dog,jacket,a brown dog laying on a park bench
2400374.jpg,dog,jacket,a man riding a snowboard down a snow covered slope
2372773.jpg,dog,jacket,a man sitting on a bench reading a book
2370727.jpg,dog,jacket,a man riding on the back of a brown horse
2352946.jpg,dog,jacket,a herd of sheep standing on top of a dry grass field
2414629.jpg,dog,jacket,a woman standing next to a red pick up truck
2402349.jpg,dog,jacket,a black dog laying on top of a bed
2387231.jpg,dog,jacket,people standing in the snow with a kite
2334964.jpg,dog,jacket,a man is looking at a dog on a leash
2348310.jpg,dog,jacket,a dog standing next to a man on a sidewalk
2330171.jpg,dog,jacket,a person walking with an umbrella in the rain
2414534.jpg,dog,jacket,two people sitting on a hill with a dog
2397601.jpg,dog,jacket,a woman taking a picture of a dog in a mirror
2368195.jpg,dog,jacket,a man sitting on a couch next to a teddy bear
2395806.jpg,dog,jacket,two women and a dog standing in a grassy field
1159355.jpg,dog,jacket,a person riding a bike with a dog
2388985.jpg,dog,jacket,a person riding a skateboard down a street
2383771.jpg,dog,jacket,two little girls standing next to each other
2409988.jpg,dog,jacket,a dog on a surfboard in the water
2402737.jpg,dog,jacket,motorcycles are parked in a parking lot
2400114.jpg,dog,jacket,a black and white dog wearing a hat
2398334.jpg,dog,jacket,a dog standing in the snow with a frisbee in its mouth
2355579.jpg,dog,jacket,a large group of people skiing down a snow covered slope
2358535.jpg,dog,jacket,a man sitting on a bench with a dog
2384917.jpg,dog,jacket,a dog wearing a hat on top of his head
2362379.jpg,dog,jacket,people sitting on a grass covered field
2364719.jpg,dog,jacket,a dog and a person on a scooter
2317093.jpg,dog,jacket,a man and a woman are petting a dog
2402211.jpg,dog,jacket,a man walking down a path with a park bench
1592395.jpg,dog,jacket,a man and a woman sitting on a couch
2392202.jpg,dog,jacket,a dog and a man walking along a beach
2385923.jpg,dog,jacket,a young boy holding a baseball bat on a field
2369464.jpg,dog,jacket,a man riding on the back of a brown horse
2386795.jpg,dog,jacket,a woman riding skis down a snow covered slope
2377018.jpg,dog,jacket,a crowd of people standing around a motorcycle
2371467.jpg,dog,jacket,a black and white photo of a black and white elephant and a black and
2400563.jpg,dog,jacket,a man in a cowboy hat is leading a herd of cattle
2367771.jpg,dog,jacket,two people on skis and a dog in the snow
2409245.jpg,dog,jacket,a car that has a bike on top of it
2342460.jpg,dog,jacket,a woman petting a black and white dog on a sidewalk
2330764.jpg,dog,jacket,a man walking down the street with an umbrella
2400362.jpg,dog,jacket,a man holding a cat in his hand
2396392.jpg,dog,jacket,a man riding on the back of a motorcycle
2342959.jpg,dog,jacket,a man cutting a cake on a table
2370819.jpg,dog,jacket,a dog wearing a bow tie sitting in a car
2318372.jpg,dog,jacket,a man riding on the back of a brown horse
2369.jpg,dog,jacket,people walking down a street with a dog
2338103.jpg,dog,jacket,a man in a suit and tie sitting next to a dog
2347131.jpg,dog,jacket,a number of dogs on a raft in the water
2384849.jpg,dog,jacket,a woman standing in front of a blue and white bus
2322106.jpg,dog,jacket,a woman sitting on a train looking at her phone
2361415.jpg,dog,jacket,a family posing for a picture
2381402.jpg,dog,jacket,three people on skis and a dog in the snow
2356554.jpg,dog,jacket,a dog wearing a helmet sitting in the back of a motorcycle
2346200.jpg,dog,jacket,a woman sitting on a bench next to a dog
2356036.jpg,dog,jacket,a woman walking down a street with a dog
2335823.jpg,dog,jacket,a man and a dog on a beach with a dog on a leash
2339057.jpg,dog,jacket,a woman with a teddy bear standing next to a man
2324950.jpg,dog,jacket,a dog catching a frisbee in a park
2345976.jpg,dog,jacket,a person and a dog are playing in the snow
2358192.jpg,dog,jacket,a man sitting at a table with a glass of wine
2353822.jpg,dog,jacket,a brown and white dog standing next to a man on a leash
2397149.jpg,dog,jacket,a man sitting in the snow with a dog
2330481.jpg,dog,jacket,two people and a dog on skis in the snow
2336716.jpg,dog,jacket,a dog jumping in the air to catch a frisbee
713615.jpg,dog,jacket,three people are walking in the snow with their skis
2341324.jpg,dog,jacket,a city bus is stopped at a bus stop
2386512.jpg,dog,jacket,a dog that is sitting on the back of a motorcycle
2347300.jpg,dog,jacket,people riding horses down a road
2320130.jpg,dog,jacket,a dog on a surfboard in the water
2316980.jpg,dog,jacket,a man and a dog are walking in the snow
2413880.jpg,dog,jacket,three young people riding skateboards down a city street
2350325.jpg,dog,jacket,a brown and white cow and a black and white cow
1160042.jpg,dog,jacket,bunches of bananas on display at a market
2318030.jpg,dog,jacket,a dog sitting next to a man on a motorcycle
2398189.jpg,dog,jacket,a herd of cattle on a grassy field
2385853.jpg,dog,jacket,a dog wearing a hat standing next to a person
2343283.jpg,dog,jacket,a man walking a dog on a leash on a sidewalk
2347373.jpg,dog,jacket,a young boy standing in the grass with a kite in his hand
619.jpg,dog,jacket,a street corner with a street sign on it
2360290.jpg,dog,jacket,a man is walking his dog down the street
2316075.jpg,dog,jacket,a man sitting on the back of a truck in a field
2388468.jpg,dog,jacket,people standing next to each other
2403560.jpg,dog,jacket,a man sitting at a table with a dog
2393173.jpg,dog,jacket,a man and a dog are walking on the grass with an umbrella
2356904.jpg,dog,jacket,a man and a dog standing next to each other
3424.jpg,dog,jacket,an old building with a statue of a man on top of it
2351872.jpg,dog,jacket,a man standing on a park bench next to a group of people
2400986.jpg,dog,jacket,a white and black dog running across a dirt field
2384109.jpg,dog,jacket,a man riding a bike with a dog on a leash
2408302.jpg,dog,jacket,a person sitting at a table with a plate of food
2387862.jpg,dog,jacket,a person jumping a horse over a jump
2342431.jpg,dog,jacket,a dog sitting on top of a motorcycle
2341652.jpg,dog,jacket,a dog that is sitting on the back of a motorcycle
1591911.jpg,dog,jacket,people standing around a table covered in fruits and vegetables
2367595.jpg,dog,jacket,a woman sitting on a bench with a dog
2416340.jpg,dog,jacket,a herd of cattle standing on top of a lush green field
2348342.jpg,dog,jacket,a dog jumping up to catch a frisbee
2337466.jpg,dog,jacket,a man eating a slice of pizza
2344881.jpg,dog,grass,a cat sitting on a table next to a bottle of water
2388972.jpg,dog,grass,a dog with a frisbee in its mouth
2406944.jpg,dog,grass,a dog catching a frisbee in the air
2409697.jpg,dog,grass,a young girl is flying a kite in a field
2395684.jpg,dog,grass,a person riding a skateboard on a city street
2391905.jpg,dog,grass,a dog and a cow are standing in a field
2369968.jpg,dog,grass,a truck and a horse in a field
2374573.jpg,dog,grass,a little girl flying a kite on the beach
2389746.jpg,dog,grass,a white dog laying on top of a lush green field
2323804.jpg,dog,grass,a row of dogs sitting on a dock next to a body of water
2381417.jpg,dog,grass,a man flying a kite on top of a field
2330843.jpg,dog,grass,a motorcycle is parked on the side of the road
2366961.jpg,dog,grass,men and women posing for a picture
2338393.jpg,dog,grass,a dog running in the grass with a frisbee in its mouth
2366353.jpg,dog,grass,a man and a dog playing frisbee in a park
2376950.jpg,dog,grass,a man standing on top of a sandy beach next to a truck
2380237.jpg,dog,grass,a dog with a frisbee in its mouth
2393362.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2351205.jpg,dog,grass,a man and a dog playing frisbee in the grass
2317995.jpg,dog,grass,a collage of photos of animals and people
2365905.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2375845.jpg,dog,grass,a dog sitting on a leash on a dirt road
2316506.jpg,dog,grass,a dog with a frisbee in its mouth
2395074.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2343539.jpg,dog,grass,a dog laying in the grass with a frisbee
2330356.jpg,dog,grass,a man standing next to a wooden table with a dog
2353510.jpg,dog,grass,a black and white dog wearing a red and white dress
2400727.jpg,dog,grass,a small black and white dog playing with a frisbee
2355266.jpg,dog,grass,a woman standing on top of a field with a frisbee
2408931.jpg,dog,grass,a zebra standing on top of a dry grass covered field
2406607.jpg,dog,grass,a man sitting on a bench with a surfboard
2387995.jpg,dog,grass,a woman and a child standing near a bus
2325613.jpg,dog,grass,a dog and a cat laying on the grass
2326801.jpg,dog,grass,a brown dog laying on top of a motorcycle
286019.jpg,dog,grass,a man and a woman sitting on a park bench
2323208.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2317457.jpg,dog,grass,a dog with a skateboard in its mouth
2380834.jpg,dog,grass,a herd of sheep walking across a dirt road
2377282.jpg,dog,grass,elephants are standing in the middle of a river
2394992.jpg,dog,grass,a man standing next to a dog in a field
2340216.jpg,dog,grass,a woman standing next to a dog eating food
2370727.jpg,dog,grass,a man riding on the back of a brown horse
2328347.jpg,dog,grass,a dog laying in the grass next to a fence
2358897.jpg,dog,grass,a man standing next to a dog in the water
2414534.jpg,dog,grass,two people sitting on a hill with a dog
2356015.jpg,dog,grass,a black and white dog standing in front of a frisbee
2410306.jpg,dog,grass,a white pick up truck driving down a road
2384862.jpg,dog,grass,a dog and a cat walking down a sidewalk
2315606.jpg,dog,grass,a person riding a skateboard on a sidewalk
2407510.jpg,dog,grass,a man riding a skateboard next to a dog
2317985.jpg,dog,grass,a dog laying on the grass with a frisbee
2400958.jpg,dog,grass,a dog and a man standing next to each other
2379786.jpg,dog,grass,a brown and white horse and a black and white dog
2372715.jpg,dog,grass,a brown dog standing next to a black dog
2371456.jpg,dog,grass,a black and white dog standing on top of a sandy beach
2407763.jpg,dog,grass,a dog standing on a grassy field with a frisbee
2368434.jpg,dog,grass,a dog and a cat are playing in the grass
2396838.jpg,dog,grass,a zebra is seen in the rear view mirror of a car
2392212.jpg,dog,grass,a dog running in the grass with a frisbee in its mouth
2388328.jpg,dog,grass,a brown horse and a black horse in a fenced in area
2325561.jpg,dog,grass,a brown dog and a black dog standing next to each other
2341928.jpg,dog,grass,a herd of sheep standing next to a fence
2366676.jpg,dog,grass,a black dog jumping up to catch a frisbee
2393918.jpg,dog,grass,a dog sitting in the back of a pickup truck
2339137.jpg,dog,grass,a dog laying in the grass next to other dogs
2385923.jpg,dog,grass,a young boy holding a baseball bat on a field
2410190.jpg,dog,grass,a dog laying in the grass next to a sheep
2376794.jpg,dog,grass,a young boy standing in front of a body of water
2354523.jpg,dog,grass,a dog is sitting in the back of a pickup truck
2405157.jpg,dog,grass,a boy jumping up into the air to catch a frisbee
2412687.jpg,dog,grass,a brown and white dog holding a frisbee in it's mouth
2334261.jpg,dog,grass,a man catching a frisbee in a field
2414767.jpg,dog,grass,people standing around a tent with a horse
2326727.jpg,dog,grass,a black and white dog and a brown and white dog
2387327.jpg,dog,grass,two dogs are looking out the window of a car
2316429.jpg,dog,grass,a dog laying on the ground next to a tennis racket
2395889.jpg,dog,grass,a man holding a frisbee on top of a lush green field
2328461.jpg,dog,grass,a black dog with a frisbee in its mouth
2389474.jpg,dog,grass,a dog looking out the window of a car
2384849.jpg,dog,grass,a woman standing in front of a blue and white bus
2394687.jpg,dog,grass,a truck that is sitting on the side of the road
2392123.jpg,dog,grass,a man throwing a frisbee in a park
2403124.jpg,dog,grass,two brown and white dogs and a man
2354796.jpg,dog,grass,a dog sniffing a piece of food in the grass
2394272.jpg,dog,grass,a woman catching a frisbee with a dog
2347254.jpg,dog,grass,a herd of sheep standing on top of a dry grass covered field
2336693.jpg,dog,grass,a black and white dog jumping in the air to catch a frisbee
2341324.jpg,dog,grass,a city bus is stopped at a bus stop
2377375.jpg,dog,grass,a man and a woman sitting on a bench
2347300.jpg,dog,grass,people riding horses down a road
2319295.jpg,dog,grass,a man on a surfboard in the water with a dog
2350951.jpg,dog,grass,a dog is looking out the window of a car
2395104.jpg,dog,grass,a woman holding a frisbee on a park bench
2378872.jpg,dog,grass,a dog and a cat sitting in the back of a truck
2410840.jpg,dog,grass,a dog with a frisbee in its mouth
2376933.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2371798.jpg,dog,grass,a dog that is standing next to a fire hydrant
2383229.jpg,dog,grass,a woman sitting on the ground in front of a building
2361552.jpg,dog,grass,a man standing on a rock near a body of water
2335707.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2344218.jpg,dog,grass,horses grazing in a grassy field next to a body of water
2387862.jpg,dog,grass,a person jumping a horse over a jump
2324371.jpg,dog,grass,a dog laying on the grass with a frisbee in its mouth
2386758.jpg,dog,grass,a woman in a field with a dog and a frisbee
2356473.jpg,dog,grass,a man standing in a field with a herd of cattle
2416465.jpg,dog,grass,a black and white cat sitting in front of a window
2386037.jpg,dog,grass,a black and white dog catching a frisbee in its mouth
2404080.jpg,dog,grass,a brown and white dog standing next to a brown and white dog
2327653.jpg,dog,grass,a cat sitting on top of a tv screen
2325645.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2417574.jpg,dog,grass,a man standing next to a herd of sheep
2319590.jpg,dog,grass,a black dog playing with a frisbee in the grass
2411794.jpg,dog,grass,a dog that is sitting on a bench
2319764.jpg,dog,grass,a white dog sitting in the grass with a frisbee
2367813.jpg,dog,grass,a man and a dog playing frisbee in a field
2337303.jpg,dog,grass,a man sitting on a bench talking on a cell phone
2337403.jpg,dog,grass,a dog on a motorcycle next to a group of cows
2338171.jpg,dog,grass,a herd of sheep grazing on a lush green field
2410228.jpg,dog,grass,a little boy in a green shirt is on a dirt road
2366433.jpg,dog,grass,a woman sitting on a bench with a dog
2345130.jpg,dog,grass,a black dog holding a frisbee in its mouth
2338955.jpg,dog,grass,a dog laying on the ground next to a tennis racket
2398376.jpg,dog,grass,a herd of sheep grazing in a grassy field
2351380.jpg,dog,grass,a black and white dog standing next to a white and brown dog
2354835.jpg,dog,grass,a dog looking out the window of a car
2320689.jpg,dog,grass,a fire hydrant in front of a house
2373141.jpg,dog,grass,a man laying on the ground with a dog
2385539.jpg,dog,grass,a man jumping to catch a frisbee in a park
2354681.jpg,dog,grass,a dog catching a frisbee in a park
2343330.jpg,dog,grass,a frisbee in a grassy field
2346434.jpg,dog,grass,a dog with a frisbee in its mouth
2351907.jpg,dog,grass,a herd of sheep standing on top of a lush green hillside
2364444.jpg,dog,grass,a man in a field with a frisbee
2394079.jpg,dog,grass,a dog laying in the grass with a frisbee
2409022.jpg,dog,grass,a flock of sheep standing on top of a lush green field
2365002.jpg,dog,grass,a dog drinking water out of a bottle
2385901.jpg,dog,grass,a dog with a frisbee in its mouth
1592975.jpg,dog,grass,a dog catching a frisbee in its mouth
2363682.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2344063.jpg,dog,grass,a dog standing in the grass next to a tree
2412671.jpg,dog,grass,a woman walking her dog through a grassy field
2340815.jpg,dog,grass,a black and white dog running through a grassy field
2378475.jpg,dog,grass,a man and a little girl playing frisbee in a park
2386620.jpg,dog,grass,two dogs playing with each other in a field
2328960.jpg,dog,grass,a white dog laying in the grass with a frisbee
2410967.jpg,dog,grass,a dog and a cat are playing together
2386876.jpg,dog,grass,a person and a dog on a leash on the side of a road
2367721.jpg,dog,grass,a black dog running in the grass with a frisbee
2364202.jpg,dog,grass,a dog standing in front of a door
2325910.jpg,dog,grass,a dog sitting in the snow with a frisbee
2356836.jpg,dog,grass,a black dog running with a black dog in a parking lot
2366841.jpg,dog,grass,a number of people on horses in a field
2336402.jpg,dog,grass,a dog is sniffing a box of food
2341401.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2337260.jpg,dog,grass,a dog with a frisbee in its mouth
2416991.jpg,dog,grass,a brown and white dog standing in the grass
2384081.jpg,dog,grass,a man riding a bike with a dog
1159610.jpg,dog,grass,people walking down a sidewalk with umbrellas
2329647.jpg,dog,grass,a little girl and a little boy playing with a fire hydrant
2386802.jpg,dog,grass,a colorful kite on a beach near the ocean
2413634.jpg,dog,grass,a black and white dog standing in a yard with a frisbee
2414764.jpg,dog,grass,a woman sitting on the grass holding a cell phone
2375612.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2337501.jpg,dog,grass,a dog with a frisbee in its mouth
2371467.jpg,dog,grass,a black and white photo of a black and white elephant and a black and
2386721.jpg,dog,grass,a herd of sheep standing on top of a dry grass field
2382281.jpg,dog,grass,a herd of sheep standing on top of a muddy field
2412423.jpg,dog,grass,a woman is petting a brown and white cow
2321295.jpg,dog,grass,two sheep standing next to each other on a dirt field
2358778.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2395277.jpg,dog,grass,a large truck with a dog on the back of it
2373502.jpg,dog,grass,a horse pulling a wagon full of hay
2344769.jpg,dog,grass,a man riding a skateboard with a dog
